,Date,Open,High,Low,Price,Volume
496,2017-11-02,910.1,914.05,909.0,909.0,37274
497,2017-11-03,913.2,919.8,910.9,917.2,70411
498,2017-11-06,915.0,919.6,913.05,913.35,49400
499,2017-11-07,914.45,921.85,910.0,912.0,45717
500,2017-11-08,903.0,916.55,903.0,913.15,43717
501,2017-11-09,917.5,917.5,911.0,913.2,31477
502,2017-11-10,911.95,916.95,906.5,909.6,2293299
503,2017-11-13,911.0,911.0,897.9,909.0,102364
504,2017-11-14,906.0,909.35,900.0,901.0,30099
505,2017-11-15,901.0,901.05,895.75,900.85,29344
506,2017-11-16,903.5,910.0,897.9,905.75,37623
507,2017-11-17,911.0,918.35,907.5,911.75,72816
508,2017-11-20,915.3,920.0,915.05,919.0,40087
509,2017-11-21,919.9,925.0,918.5,923.75,36746
510,2017-11-22,925.55,929.0,923.0,927.5,42144
511,2017-11-23,929.0,929.95,921.9,923.35,22499
512,2017-11-24,923.35,929.95,920.65,929.1,31267
513,2017-11-27,925.5,930.8,923.05,928.0,34866
514,2017-11-28,927.1,936.85,927.1,931.45,41032
515,2017-11-29,931.5,937.45,928.5,937.45,29013
516,2017-11-30,934.0,937.25,920.75,928.35,39521
517,2017-12-01,927.85,929.0,920.65,924.0,39071
518,2017-12-02,921.8,949.5,830.0,835.0,3829
519,2017-12-04,925.0,925.0,916.9,918.9,32520
520,2017-12-05,913.5,914.2,904.25,912.95,207064
521,2017-12-06,910.0,911.75,898.7,900.05,54084
522,2017-12-07,904.95,907.5,901.75,904.0,44727
523,2017-12-08,909.0,926.05,907.5,920.5,57179
524,2017-12-11,927.0,927.35,919.95,922.0,120082
525,2017-12-12,923.0,923.0,910.0,912.0,35797
526,2017-12-13,911.5,922.4,907.9,911.0,3641254
527,2017-12-14,910.75,922.0,907.0,918.6,83670
528,2017-12-15,928.5,943.7,928.5,936.5,116357
529,2017-12-18,926.5,949.95,905.65,940.8,162284
530,2017-12-19,942.5,947.0,937.85,944.0,63157
531,2017-12-20,951.1,951.1,932.45,934.0,102517
532,2017-12-21,935.65,942.2,932.5,934.05,63257
533,2017-12-22,937.5,940.4,931.55,938.65,619520
534,2017-12-26,937.55,939.0,928.5,932.85,62820
535,2017-12-27,935.0,935.15,925.55,927.7,43175
536,2017-12-28,931.0,939.25,929.5,936.5,105554
537,2017-12-29,935.0,940.0,934.3,935.5,33637
538,2018-01-01,936.0,940.1,925.05,928.5,41653
539,2018-01-02,930.0,937.6,929.75,935.0,45187
540,2018-01-03,938.65,938.65,925.35,926.3,44464
541,2018-01-04,928.95,933.05,927.5,928.65,23247
542,2018-01-05,930.0,934.3,929.0,931.95,106758
543,2018-01-08,932.5,935.3,928.55,930.95,32865
544,2018-01-09,935.0,935.0,927.8,930.05,28241
545,2018-01-10,932.5,934.55,929.1,930.0,33128
546,2018-01-11,930.0,937.5,928.5,934.25,34361
547,2018-01-12,936.8,939.2,930.15,935.0,54327
548,2018-01-15,933.0,950.45,930.5,946.5,98409
549,2018-01-16,952.5,954.9,945.0,951.85,97349
550,2018-01-17,948.8,951.1,943.2,943.5,48466
551,2018-01-18,965.0,976.85,959.25,965.9,195915
552,2018-01-19,970.35,979.45,959.9,975.6,133493
553,2018-01-22,980.0,993.0,978.0,982.0,394531
554,2018-01-23,981.9,982.35,972.05,975.0,727184
555,2018-01-24,982.2,984.45,972.1,981.5,290159
556,2018-01-25,980.0,989.45,972.7,985.1,99918
557,2018-01-29,991.9,1003.5,990.0,999.75,98029
558,2018-01-30,999.5,1001.0,992.5,999.4,96007
559,2018-01-31,995.0,1005.95,995.0,1000.75,214428
560,2018-02-01,1003.5,1007.0,993.05,995.4,79163
561,2018-02-02,989.85,992.1,969.0,974.4,77478
562,2018-02-05,950.0,966.85,950.0,959.9,52569
563,2018-02-06,927.5,955.5,918.5,949.25,218075
564,2018-02-07,967.5,967.5,930.0,935.7,159065
565,2018-02-08,942.0,949.4,933.6,940.0,71905
566,2018-02-09,925.0,932.45,923.0,926.25,98564
567,2018-02-12,930.25,941.8,929.7,940.0,84566
568,2018-02-14,944.2,948.95,938.3,938.9,50878
569,2018-02-15,940.75,947.2,937.65,942.5,54515
570,2018-02-16,944.5,947.0,938.0,940.75,39662
571,2018-02-19,940.6,942.9,929.35,937.35,27717
572,2018-02-20,939.4,942.45,929.45,929.55,44017
573,2018-02-21,937.5,937.5,926.65,927.75,49984
574,2018-02-22,925.5,929.6,921.0,927.45,56964
575,2018-02-23,928.0,941.4,926.65,937.85,49314
576,2018-02-26,946.8,960.0,942.1,954.95,70244
577,2018-02-27,956.5,961.25,947.05,952.1,84881
578,2018-02-28,945.0,947.0,939.35,940.0,34697
579,2018-03-01,937.5,946.95,936.0,936.0,25544
580,2018-03-05,936.0,937.8,930.0,935.1,31710
581,2018-03-06,936.0,939.6,921.5,925.95,40330
582,2018-03-07,920.0,926.0,915.0,917.2,50497
583,2018-03-08,924.95,928.5,916.55,925.7,644880
584,2018-03-09,928.7,931.8,923.0,926.6,54573
585,2018-03-12,930.0,934.6,927.5,933.35,74958
586,2018-03-13,932.0,942.7,928.0,929.95,53564
587,2018-03-14,939.85,939.85,925.0,932.6,31821
588,2018-03-15,933.0,944.1,933.0,940.05,78917
589,2018-03-16,940.5,940.6,925.45,940.0,10
590,2018-03-19,929.0,930.1,923.2,925.0,88929
591,2018-03-20,924.55,927.45,918.05,919.6,39416
592,2018-03-21,924.05,931.75,922.6,931.0,104346
593,2018-03-22,931.4,940.2,927.5,934.15,82174
594,2018-03-23,925.0,926.5,918.0,919.5,7
595,2018-03-26,920.5,950.0,917.3,946.55,111881
596,2018-03-27,950.0,950.0,937.9,947.7,85030
597,2018-03-28,941.85,950.5,938.75,945.7,83212
598,2018-04-02,950.0,967.25,948.4,965.2,66422
599,2018-04-03,960.75,962.5,955.9,958.05,43455
600,2018-04-04,958.0,962.55,940.1,941.75,111300
601,2018-04-05,954.95,957.0,946.2,953.85,51535
602,2018-04-06,955.5,963.0,953.3,959.25,42711
603,2018-04-09,961.0,970.6,960.0,969.0,48885
604,2018-04-10,972.5,972.5,957.05,959.55,48084
605,2018-04-11,958.0,959.4,952.5,959.0,20828
606,2018-04-12,961.0,965.0,952.7,962.5,32021
607,2018-04-13,963.5,969.4,960.0,964.0,34954
608,2018-04-16,961.35,974.45,961.15,969.3,34261
609,2018-04-17,970.25,977.5,967.5,977.0,28693
610,2018-04-18,976.5,976.7,966.5,969.95,25513
611,2018-04-19,968.55,972.5,967.05,972.5,29021
612,2018-04-20,971.0,983.95,966.5,980.45,74220
613,2018-04-23,989.5,989.9,953.15,966.5,243684
614,2018-04-24,969.5,974.3,963.5,967.25,65222
615,2018-04-25,967.5,969.35,957.1,958.6,54208
616,2018-04-26,959.0,968.7,956.5,965.15,32982
617,2018-04-27,962.5,967.35,956.0,961.4,297361
618,2018-04-30,964.45,977.45,964.25,972.3,70459
619,2018-05-02,975.0,989.35,973.65,985.15,93144
620,2018-05-03,982.5,987.45,973.65,983.75,52301
621,2018-05-04,983.5,994.95,983.5,991.6,49682
622,2018-05-07,992.5,993.9,987.0,988.5,267893
623,2018-05-08,988.5,988.5,977.5,982.5,64857
624,2018-05-09,982.5,991.0,979.05,989.5,52999
625,2018-05-10,997.4,999.15,991.8,994.85,55535
626,2018-05-11,995.0,1007.95,992.55,1005.5,94369
627,2018-05-14,1009.5,1013.35,1006.35,1010.6,59935
628,2018-05-15,1013.0,1032.45,1013.0,1019.15,420460
629,2018-05-16,1017.5,1023.8,1009.0,1012.3,74586
630,2018-05-17,1013.5,1020.5,1006.5,1013.7,39487
631,2018-05-18,1014.0,1014.0,1002.5,1006.45,114928
632,2018-05-21,1006.0,1010.95,993.0,995.95,34527
633,2018-05-22,999.5,1007.25,994.0,995.55,29737
634,2018-05-23,992.5,995.0,980.5,982.05,43586
635,2018-05-24,983.5,995.0,978.5,995.0,337440
636,2018-05-25,995.0,1008.25,995.0,1007.45,63912
637,2018-05-28,1005.0,1025.65,1005.0,1021.15,68015
638,2018-05-29,1020.0,1025.1,1015.0,1015.0,30769
639,2018-05-30,1012.5,1027.5,1010.15,1023.4,39374
640,2018-05-31,1052.35,1074.95,1040.75,1068.05,284817
641,2018-06-01,1059.4,1067.85,1050.3,1054.75,294103
642,2018-06-04,1075.0,1078.15,1019.2,1023.25,724704
643,2018-06-05,1023.0,1034.0,1012.5,1030.25,138025
644,2018-06-06,1028.05,1032.6,1023.25,1029.55,144201
645,2018-06-07,1035.0,1039.75,1027.0,1032.4,60481
646,2018-06-08,1027.0,1030.0,1018.5,1025.05,60674
647,2018-06-11,1026.5,1031.15,1020.05,1022.55,44793
648,2018-06-12,1023.75,1026.25,1019.5,1023.5,42009
649,2018-06-13,1025.5,1027.45,1013.5,1017.6,72157
650,2018-06-14,1016.5,1022.5,1015.0,1018.55,79123
651,2018-06-15,1017.0,1019.3,1010.45,1013.55,38516
652,2018-06-18,1017.85,1018.75,1006.7,1010.0,66293
653,2018-06-19,1012.5,1019.95,1009.85,1012.7,51823
654,2018-06-20,1017.5,1029.35,1012.35,1027.85,191577
655,2018-06-21,1032.5,1035.5,1024.6,1028.9,102755
656,2018-06-22,1030.0,1043.85,1024.85,1040.9,72153
657,2018-06-25,1041.0,1048.5,1037.15,1046.95,56753
658,2018-06-26,1040.0,1051.85,1040.0,1043.0,70804
659,2018-06-27,1045.0,1059.0,1044.6,1055.8,75587
660,2018-06-28,1060.0,1070.0,1056.2,1066.45,62286
661,2018-06-29,1062.5,1069.45,1052.75,1054.0,43690
662,2018-07-02,1056.65,1056.65,1032.5,1036.6,76420
663,2018-07-03,1036.5,1042.0,1032.95,1036.7,45965
664,2018-07-04,1036.2,1054.55,1035.0,1051.5,53028
665,2018-07-05,1059.9,1064.45,1046.15,1061.65,50120
666,2018-07-06,1055.5,1067.25,1055.0,1057.0,39383
667,2018-07-09,1062.2,1064.95,1054.35,1060.65,223657
668,2018-07-10,1064.0,1075.0,1062.9,1074.5,47222
669,2018-07-11,1071.6,1077.5,1067.5,1073.25,39295
670,2018-07-12,1075.5,1089.55,1075.0,1082.6,79881
671,2018-07-13,1084.5,1094.6,1080.75,1091.1,57903
672,2018-07-16,1090.0,1094.75,1081.9,1085.3,45552
673,2018-07-17,1082.5,1090.6,1082.5,1088.35,42108
674,2018-07-18,1094.0,1109.5,1086.95,1088.0,129029
675,2018-07-19,1092.5,1096.1,1085.5,1092.85,44507
676,2018-07-20,1094.5,1101.25,1085.6,1095.05,60396
677,2018-07-23,1074.0,1088.85,1070.0,1078.85,123397
678,2018-07-24,1077.5,1084.85,1075.0,1080.3,71107
679,2018-07-25,1080.55,1088.4,1080.55,1086.85,48921
680,2018-07-26,1085.0,1099.0,1085.0,1097.6,45661
681,2018-07-27,1102.5,1105.75,1092.95,1101.0,55829
682,2018-07-30,1102.05,1102.05,1081.55,1086.1,64405
683,2018-07-31,1082.35,1093.95,1076.0,1088.0,70098
684,2018-08-01,1085.0,1087.6,1075.5,1078.65,46975
685,2018-08-02,1077.0,1077.0,1060.75,1064.6,54878
686,2018-08-03,1068.1,1073.15,1057.5,1060.5,93651
687,2018-08-06,1061.5,1068.5,1053.6,1057.6,413989
688,2018-08-07,1064.45,1068.95,1054.5,1066.05,45449
689,2018-08-08,1067.45,1075.0,1067.25,1068.05,48716
690,2018-08-09,1070.0,1072.35,1049.25,1059.3,107262
691,2018-08-10,1060.0,1062.5,1050.0,1057.5,43574
692,2018-08-13,1047.5,1050.9,1038.45,1045.3,73888
693,2018-08-14,1049.25,1052.35,1043.7,1044.55,47438
694,2018-08-16,1043.7,1043.7,1033.2,1037.8,69357
695,2018-08-17,1042.5,1046.25,1035.85,1038.5,41736
696,2018-08-20,1040.0,1053.5,1040.0,1048.0,57933
697,2018-08-21,1050.0,1055.95,1046.55,1047.4,59273
698,2018-08-23,1053.75,1053.75,1039.0,1040.7,62152
699,2018-08-24,1039.0,1046.15,1033.5,1035.25,56595
700,2018-08-27,1040.85,1043.9,1035.5,1041.0,63315
701,2018-08-28,1039.7,1050.0,1039.5,1049.0,50102
702,2018-08-29,1048.5,1048.5,1036.25,1039.2,94758
703,2018-08-30,1039.2,1043.45,1030.0,1036.95,161414
704,2018-08-31,1033.55,1038.85,1027.5,1031.1,59190
705,2018-09-03,1039.3,1039.3,1031.9,1037.15,38031
706,2018-09-04,1038.0,1038.4,1024.1,1028.95,46327
707,2018-09-05,1025.05,1030.2,1017.7,1022.05,57254
708,2018-09-06,1025.0,1029.4,1016.5,1026.95,89206
709,2018-09-07,1027.0,1031.0,1020.95,1028.9,68996
710,2018-09-10,1025.0,1025.0,1013.0,1021.2,221310
711,2018-09-11,1021.0,1021.35,996.5,1000.1,130487
712,2018-09-12,1001.0,1012.25,995.0,1009.2,177405
713,2018-09-14,1012.5,1018.3,1009.3,1013.8,175218
714,2018-09-17,1010.0,1010.0,994.25,996.2,79542
715,2018-09-18,996.0,1004.85,990.35,997.2,81021
716,2018-09-19,997.35,999.15,978.5,980.95,240770
717,2018-09-21,989.6,999.45,956.9,987.5,124803
718,2018-09-24,984.0,985.85,958.05,963.1,165484
719,2018-09-25,963.0,979.5,957.5,975.85,155155
720,2018-09-26,980.0,988.85,978.25,983.55,94350
721,2018-09-27,987.5,993.9,978.85,988.95,75731
722,2018-09-28,990.0,1007.2,989.05,1002.8,126775
723,2018-10-01,1006.75,1021.55,999.8,1020.0,123224
724,2018-10-03,1016.5,1026.0,1003.75,1015.6,73830
725,2018-10-04,1005.5,1008.0,970.5,980.45,407989
726,2018-10-05,976.45,995.25,970.95,981.4,177047
727,2018-10-08,978.7,984.55,965.0,972.95,366767
728,2018-10-09,973.7,981.95,965.3,971.25,352662
729,2018-10-10,972.0,990.35,968.5,983.15,269121
730,2018-10-11,963.85,973.5,960.35,967.9,107707
731,2018-10-12,975.5,998.1,974.6,989.5,58147
732,2018-10-15,993.95,1005.0,985.45,1003.75,52598
733,2018-10-16,1003.9,1009.1,994.5,996.2,81142
734,2018-10-17,1000.0,1006.1,982.5,989.2,54970
735,2018-10-19,980.0,989.75,979.5,982.9,93286
736,2018-10-22,1006.0,1010.2,994.0,996.5,138144
737,2018-10-23,991.0,999.0,987.1,995.0,47188
738,2018-10-24,1003.0,1003.0,986.75,995.5,82268
739,2018-10-25,990.0,1001.6,981.15,983.35,89153
740,2018-10-26,985.0,988.6,975.45,980.6,100646
741,2018-10-29,981.5,981.5,947.6,962.0,251539
742,2018-10-30,962.4,965.25,949.8,956.95,413566
743,2018-10-31,956.45,958.3,942.2,955.9,2874023
744,2018-11-01,964.95,964.95,948.4,955.6,227734
745,2018-11-02,962.0,980.0,956.1,973.45,1837064
746,2018-11-05,976.5,979.45,968.55,976.0,93856
747,2018-11-06,977.0,988.0,973.5,975.55,81767
748,2018-11-07,980.6,982.2,977.0,979.2,21714
749,2018-11-09,979.0,979.5,970.0,974.8,45812
750,2018-11-12,979.1,980.6,959.75,961.65,47374
751,2018-11-13,961.75,968.85,955.15,964.55,213199
752,2018-11-14,968.0,981.8,968.0,979.2,90673
753,2018-11-15,980.0,988.0,979.2,987.0,85802
754,2018-11-16,992.0,1005.0,990.0,999.0,99464
755,2018-11-19,1005.15,1010.0,1001.8,1007.0,90602
756,2018-11-20,1007.5,1009.85,1000.0,1007.6,40888
757,2018-11-21,1008.7,1011.95,1003.0,1009.75,39968
758,2018-11-22,1007.5,1017.45,1000.1,1004.45,96612
759,2018-11-26,1005.0,1026.5,1005.0,1024.75,385170
760,2018-11-27,1022.0,1032.0,1020.4,1029.45,268680
761,2018-11-28,1032.0,1048.55,1032.0,1042.3,63838
762,2018-11-29,1053.0,1068.75,1048.0,1065.0,917163
763,2018-11-30,1067.5,1067.5,1055.5,1058.55,221933
764,2018-12-03,1061.1,1070.35,1053.65,1056.7,557291
765,2018-12-04,1057.0,1057.0,1041.0,1044.35,46302
766,2018-12-05,1040.85,1053.5,1038.1,1049.7,169154
767,2018-12-06,1043.0,1049.95,1042.5,1047.05,72795
768,2018-12-07,1050.0,1058.45,1040.5,1052.8,79538
769,2018-12-10,1035.0,1051.85,1034.55,1044.55,91365
770,2018-12-11,1030.0,1035.35,1016.05,1030.4,155312
771,2018-12-12,1032.5,1045.0,1030.15,1042.65,50181
772,2018-12-13,1045.0,1061.95,1045.0,1050.5,59325
773,2018-12-14,1055.85,1058.8,1043.5,1046.85,66283
774,2018-12-17,1054.5,1066.65,1049.6,1065.2,101830
775,2018-12-18,1064.5,1070.0,1051.5,1068.2,77003
776,2018-12-19,1069.5,1079.05,1057.2,1061.3,78084
777,2018-12-20,1059.0,1068.95,1051.35,1066.95,52599
778,2018-12-21,1067.0,1074.5,1054.0,1055.75,106387
779,2018-12-24,1055.0,1055.0,1039.55,1042.0,61679
780,2018-12-26,1042.45,1064.0,1035.3,1060.1,102242
781,2018-12-27,1069.9,1069.9,1050.65,1053.05,86110
782,2018-12-28,1057.05,1068.5,1057.05,1061.45,57336
783,2018-12-31,1068.5,1071.0,1058.5,1061.2,55832
784,2019-01-01,1061.5,1075.0,1053.5,1073.7,125895
785,2019-01-02,1072.5,1073.95,1060.05,1062.95,92891
786,2019-01-03,1063.0,1063.4,1052.95,1056.1,109198
787,2019-01-04,1055.55,1063.5,1055.55,1058.85,75603
788,2019-01-07,1062.5,1067.0,1057.1,1060.0,57516
789,2019-01-08,1062.5,1064.0,1048.8,1051.4,107933
790,2019-01-09,1060.0,1061.5,1051.5,1058.1,46406
791,2019-01-10,1058.0,1061.55,1051.75,1054.75,57866
792,2019-01-11,1057.0,1062.0,1053.5,1056.05,45199
793,2019-01-14,1057.25,1057.25,1048.5,1050.4,27271
794,2019-01-15,1052.5,1063.0,1050.0,1060.5,65660
795,2019-01-16,1060.0,1062.0,1054.45,1060.0,2892853
796,2019-01-17,1060.5,1067.4,1057.0,1064.5,172746
797,2019-01-18,1063.0,1069.85,1057.5,1065.6,50299
798,2019-01-21,1074.5,1082.5,1062.75,1073.25,180432
799,2019-01-22,1086.5,1086.5,1065.0,1067.15,64467
800,2019-01-23,1068.05,1075.0,1051.2,1054.85,79321
801,2019-01-24,1056.0,1060.8,1048.5,1050.95,131158
802,2019-01-25,1051.95,1054.85,1045.05,1046.95,115668
803,2019-01-28,1049.5,1050.45,1038.6,1041.75,715721
804,2019-01-29,1042.0,1042.0,1026.9,1029.05,137653
805,2019-01-30,1038.0,1038.0,1014.0,1016.25,130023
806,2019-01-31,1019.5,1045.0,1011.5,1040.55,101393
807,2019-02-01,1041.0,1058.5,1039.0,1045.8,167600
808,2019-02-04,1049.5,1056.5,1041.5,1053.5,77012
809,2019-02-05,1054.5,1059.5,1048.6,1057.45,103047
810,2019-02-06,1060.0,1062.6,1056.95,1061.5,79081
811,2019-02-07,1063.5,1065.0,1054.5,1058.5,63606
812,2019-02-08,1057.0,1071.4,1052.45,1061.55,72699
813,2019-02-11,1061.5,1070.0,1057.0,1068.65,352024
814,2019-02-12,1069.5,1074.15,1062.6,1064.85,39592
815,2019-02-13,1065.55,1077.15,1065.55,1070.1,62063
816,2019-02-14,1070.0,1070.0,1053.55,1054.85,72757
817,2019-02-15,1055.0,1055.0,1039.3,1050.55,72526
818,2019-02-18,1051.5,1059.6,1043.05,1044.95,43769
819,2019-02-19,1045.5,1054.35,1039.05,1042.15,39799
820,2019-02-20,1042.5,1055.0,1040.8,1053.25,66263
821,2019-02-21,1053.5,1059.5,1047.1,1057.55,51878
822,2019-02-22,1060.0,1062.45,1044.55,1045.8,240235
823,2019-02-25,1049.2,1063.75,1049.2,1061.65,66830
824,2019-02-26,1058.95,1062.0,1051.5,1055.1,61347
825,2019-02-27,1057.0,1062.35,1044.25,1045.8,77398
826,2019-02-28,1045.9,1053.0,1038.0,1041.05,63472
827,2019-03-01,1042.0,1057.45,1039.2,1041.6,117718
828,2019-03-05,1047.0,1055.3,1035.1,1053.75,110911
829,2019-03-06,1053.75,1056.55,1045.95,1051.5,264366
830,2019-03-07,1055.0,1064.9,1048.0,1061.3,60390
831,2019-03-08,1059.95,1065.4,1055.3,1063.8,58360
832,2019-03-11,1064.25,1072.0,1061.0,1065.0,74778
833,2019-03-12,1072.5,1087.45,1068.7,1085.3,129867
834,2019-03-13,1086.0,1116.5,1086.0,1113.05,300447
835,2019-03-14,1117.5,1123.6,1105.3,1111.6,90742
836,2019-03-15,1112.5,1130.0,1112.5,1125.75,106579
837,2019-03-18,1130.25,1145.45,1125.15,1130.7,220779
838,2019-03-19,1131.5,1138.0,1125.55,1133.85,238882
839,2019-03-20,1135.0,1150.0,1131.2,1149.6,142018
840,2019-03-22,1152.1,1153.35,1134.55,1137.4,115149
841,2019-03-25,1134.85,1143.85,1128.65,1141.0,530813
842,2019-03-26,1140.95,1157.5,1136.3,1155.1,190817
843,2019-03-27,1155.6,1163.35,1140.15,1150.1,143787
844,2019-03-28,1150.1,1163.5,1142.85,1150.25,131423
845,2019-03-29,1152.95,1160.9,1147.25,1158.25,110138
846,2019-04-01,1162.5,1166.15,1152.2,1155.0,524518
847,2019-04-02,1157.55,1158.3,1142.85,1148.25,69592
848,2019-04-03,1147.5,1157.7,1145.0,1147.6,52200
849,2019-04-04,1147.5,1155.5,1140.0,1142.15,66428
850,2019-04-05,1147.5,1155.5,1141.2,1150.85,65062
851,2019-04-08,1157.5,1161.45,1139.8,1144.45,45625
852,2019-04-09,1145.0,1149.8,1134.2,1145.0,40896
853,2019-04-10,1127.5,1141.75,1120.0,1121.35,1914898
854,2019-04-11,1124.5,1131.25,1118.5,1128.4,51679
855,2019-04-12,1128.35,1135.8,1125.65,1132.55,47750
856,2019-04-15,1133.05,1146.0,1132.5,1142.95,280212
857,2019-04-16,1146.15,1154.05,1140.5,1152.35,285469
858,2019-04-18,1153.0,1157.5,1142.3,1145.05,609803
859,2019-04-22,1165.0,1165.0,1132.65,1134.1,204094
860,2019-04-23,1135.1,1145.0,1121.05,1122.8,198629
861,2019-04-24,1126.95,1141.4,1123.5,1139.75,79582
862,2019-04-25,1141.5,1149.4,1129.3,1132.4,152281
863,2019-04-26,1134.95,1140.1,1128.0,1137.6,434253
864,2019-04-30,1140.05,1160.6,1139.85,1157.75,120825
865,2019-05-02,1160.5,1179.35,1160.0,1176.95,195010
866,2019-05-03,1180.6,1188.0,1180.0,1184.4,96075
867,2019-05-06,1179.0,1179.0,1160.2,1164.2,106202
868,2019-05-07,1181.5,1181.5,1161.0,1163.7,70872
869,2019-05-08,1162.0,1162.5,1144.0,1154.3,76208
870,2019-05-09,1156.5,1156.5,1135.7,1145.6,107414
871,2019-05-10,1146.0,1162.5,1145.0,1148.35,100603
872,2019-05-13,1148.35,1156.0,1140.0,1144.7,95481
873,2019-05-14,1147.5,1155.5,1137.5,1145.1,50137
874,2019-05-15,1153.4,1153.6,1141.6,1144.45,68523
875,2019-05-16,1144.0,1161.35,1140.0,1156.9,45326
876,2019-05-17,1158.95,1184.5,1155.7,1180.8,135443
877,2019-05-20,1200.0,1219.8,1190.05,1216.45,219809
878,2019-05-21,1216.5,1224.5,1199.95,1201.9,466450
879,2019-05-22,1208.75,1213.0,1197.85,1202.55,148033
880,2019-05-23,1205.0,1219.65,1160.85,1167.15,221198
881,2019-05-24,1178.0,1192.5,1170.7,1186.15,109625
882,2019-05-27,1203.0,1210.3,1186.25,1204.05,102977
883,2019-05-28,1205.1,1209.8,1194.0,1208.1,58297
884,2019-05-29,1208.0,1215.75,1205.0,1207.85,58064
885,2019-05-30,1214.95,1223.55,1206.15,1219.6,64410
886,2019-05-31,1225.05,1231.95,1179.75,1212.45,143873
887,2019-06-03,1217.25,1229.6,1213.0,1227.25,91829
888,2019-06-04,1228.5,1232.5,1221.0,1227.0,67331
889,2019-06-06,1230.0,1235.0,1207.25,1212.5,109847
890,2019-06-07,1212.5,1226.45,1205.0,1224.0,71260
891,2019-06-10,1232.5,1233.45,1217.0,1221.3,55171
892,2019-06-11,1226.5,1229.8,1220.95,1224.65,411575
893,2019-06-12,1224.35,1224.4,1212.5,1213.7,35943
894,2019-06-13,1222.5,1227.05,1207.5,1223.65,162574
895,2019-06-14,1227.45,1229.3,1212.85,1218.2,61339
896,2019-06-17,1218.5,1219.95,1208.95,1210.9,118734
897,2019-06-18,1220.0,1220.0,1201.8,1208.4,76375
898,2019-06-19,1209.15,1221.7,1208.1,1214.7,82469
899,2019-06-20,1214.7,1218.15,1208.0,1213.0,81578
900,2019-06-21,1213.0,1214.0,1203.45,1207.65,74246
901,2019-06-24,1204.0,1215.5,1204.0,1208.35,140494
902,2019-06-25,1212.0,1220.5,1201.7,1214.3,64706
903,2019-06-26,1214.25,1235.0,1211.2,1233.55,324912
904,2019-06-27,1233.5,1247.0,1228.3,1233.2,107218
905,2019-06-28,1231.0,1236.9,1219.0,1223.2,64668
906,2019-07-01,1225.55,1244.5,1225.55,1242.8,76425
907,2019-07-02,1245.0,1248.5,1233.1,1247.15,65978
908,2019-07-03,1247.55,1251.45,1242.1,1244.75,78343
909,2019-07-04,1249.95,1249.95,1236.3,1241.8,95048
910,2019-07-05,1246.0,1247.5,1230.15,1237.7,83022
911,2019-07-08,1236.2,1236.2,1198.85,1203.9,381979
912,2019-07-09,1204.4,1205.25,1186.2,1189.5,234776
913,2019-07-10,1192.45,1198.55,1182.7,1193.1,110371
914,2019-07-11,1198.5,1206.75,1197.9,1203.9,70096
915,2019-07-12,1207.6,1209.15,1193.35,1196.7,69184
916,2019-07-15,1206.45,1206.45,1188.85,1198.05,42231
917,2019-07-16,1207.4,1209.2,1191.25,1196.05,98602
918,2019-07-17,1199.4,1205.75,1195.5,1198.85,106103
919,2019-07-18,1200.0,1214.65,1200.0,1201.95,1455777
920,2019-07-19,1212.0,1212.2,1184.05,1187.95,94843
921,2019-07-22,1176.5,1176.85,1140.95,1148.5,253470
922,2019-07-23,1148.5,1148.55,1121.0,1131.95,174971
923,2019-07-24,1131.5,1146.35,1125.0,1139.9,191128
924,2019-07-25,1142.5,1157.7,1140.2,1142.9,104150
925,2019-07-26,1142.5,1146.7,1136.55,1138.15,94143
926,2019-07-29,1139.15,1139.15,1111.55,1122.3,96211
927,2019-07-30,1127.0,1135.15,1120.15,1126.65,61186
928,2019-07-31,1125.0,1133.4,1117.05,1125.9,98130
929,2019-08-01,1116.5,1120.65,1098.55,1108.9,123121
930,2019-08-02,1105.5,1111.75,1091.05,1107.45,1320102
931,2019-08-05,1100.5,1100.5,1081.15,1089.7,124057
932,2019-08-06,1084.35,1104.5,1080.0,1094.35,104654
933,2019-08-07,1094.5,1101.3,1082.9,1092.3,182826
934,2019-08-08,1095.5,1122.3,1091.6,1117.75,231726
935,2019-08-09,1124.7,1144.0,1120.05,1140.85,133210
936,2019-08-13,1141.0,1141.0,1101.3,1110.1,242429
937,2019-08-14,1123.5,1123.5,1102.05,1114.95,146895
938,2019-08-16,1110.0,1116.4,1102.5,1113.3,139301
939,2019-08-19,1117.75,1120.75,1101.05,1103.35,123061
940,2019-08-20,1106.0,1114.05,1103.5,1111.0,335588
941,2019-08-21,1108.5,1120.5,1107.35,1113.0,80280
942,2019-08-22,1113.0,1113.0,1084.0,1086.85,94266
943,2019-08-23,1080.8,1088.15,1069.75,1081.6,102065
944,2019-08-26,1102.45,1132.5,1083.75,1127.95,212103
945,2019-08-27,1129.95,1136.2,1120.4,1129.7,224325
946,2019-08-28,1127.5,1128.0,1112.6,1123.95,205832
947,2019-08-29,1124.95,1127.25,1110.5,1113.8,83620
948,2019-08-30,1117.5,1130.0,1111.6,1114.45,77767
949,2019-09-03,1112.5,1112.5,1098.2,1104.65,84545
950,2019-09-04,1105.0,1137.35,1100.0,1123.75,190384
951,2019-09-05,1127.5,1136.0,1113.45,1117.35,142498
952,2019-09-06,1116.5,1128.0,1110.5,1122.55,90412
